VanderCook College of Music	Chicago	IL	1665	27180.0	1050.0	0.90196078431372	26000.0	0.5146
Western Illinois University	Macomb	IL	350	16926.0	970.0	0.59454420567167	18000.0	0.4906
Wheaton College	Wheaton	IL	367	34050.0	1306.0	0.78648648648648	20913.0	0.465
Anderson University	Anderson	SC	1385	25880.0	1065.0	0.53920386007237	18784.0	0.3168
Ball State University	Muncie	IN	250	25428.0	1057.0	0.62251869820092	18000.0	0.4077
Butler University	Indianapolis	IN	390	38360.0	1215.0	0.72706191543634	25000.0	0.4043
DePauw University	Greencastle	IN	421	46448.0	1187.0	0.65325907590759	23988.5	0.4707
University of Evansville	Evansville	IN	443	33966.0	1147.0	0.70890156211257	21500.0	0.463
Franklin College	Franklin	IN	1262	30025.0	991.0	0.78093306288032	20890.0	0.4872
Goshen College	Goshen	IN	640	33200.0	1074.0	0.62450199203187	15000.0	0.3947
Hanover College	Hanover	IN	371	35514.0	1093.0	0.57332251082251	23691.0	0.4284
Holy Cross College	Notre Dame	IN	1599	28760.0	1053.0	0.91011235955056	11000.0	0.5924
Huntington University	Huntington	IN	1208	25400.0	1019.0	0.89205955334987	22500.0	0.4448
Purdue University Fort Wayne	Fort Wayne	IN	485	19727.0	976.0	0.9326160815402	12500.0	0.4494
University of Indianapolis	Indianapolis	IN	650	27420.0	1033.0	0.86166278591973	18773.0	0.3581
Indiana Institute of Technology	Fort Wayne	IN	1194	26370.0	944.0	0.69165143205362	9500.0	0.3806
University of Southern Indiana	Evansville	IN	505	17847.0	1005.0	0.9189367311072	12387.5	0.3827
Indiana State University	Terre Haute	IN	363	19076.0	907.0	0.85884154580668	12000.0	0.4568
Manchester University	North Manchester	IN	918	30802.0	1019.0	0.70547099958864	15750.0	0.482
Marian University	Fond Du Lac	WI	1131	28280.0	950.0	0.7718875502008	20000.0	0.2995
University of Notre Dame	Notre Dame	IN	76	49685.0	1474.0	0.187336580364	20750.0	0.5279
Oakland City University	Oakland City	IN	1466	23400.0	978.0	0.61760242792109	14875.0	0.4819
Rose-Hulman Institute of Technology	Terre Haute	IN	502	46210.0	1318.0	0.61070502240037	27000.0	0.7498
Saint Mary-of-the-Woods College	Saint Mary of the Woods	IN	1379	28932.0	928.0	0.73024523160762	12655.0	0.0685
Saint Mary's College	Notre Dame	IN	945	38880.0	1117.0	0.81648785996612	25000.0	0.0
Taylor University	Upland	IN	892	31472.0	1138.0	0.79605633802816	17948.0	0.4369
Trine University	Angola	IN	1224	30960.0	1079.0	0.76157804459691	16000.0	0.725
Valparaiso University	Valparaiso	IN	410	37450.0	1153.0	0.82910208444682	23500.0	0.4629
Wabash College	Crawfordsville	IN	536	41050.0	1145.0	0.62616822429906	25000.0	1.0
Buena Vista University	Storm Lake	IA	994	32210.0	1046.0	0.63694267515923	17301.0	0.3445
Central College	Pella	IA	948	34612.0	1091.0	0.7342908438061	23250.0	0.4865
Clarke University	Dubuque	IA	1081	30900.0	1043.0	0.64931740614334	19664.5	0.3376
Coe College	Cedar Rapids	IA	957	41000.0	1145.0	0.49947955390334	24621.0	0.4278
Cornell College	Mount Vernon	IA	713	39900.0	1172.0	0.70941475826972	25000.0	0.5021
Drake University	Des Moines	IA	400	35206.0	1241.0	0.6894535188546	22500.0	0.4262
University of Dubuque	Dubuque	IA	1006	28700.0	923.0	0.75691937424789	16671.5	0.5925
Emmaus Bible College	Dubuque	IA	1627	16580.0	1088.0	0.35648148148148	11280.0	0.4431
Faith Baptist Bible College and Theological Seminary	Ankeny	IA	1522	16766.0	1051.0	0.66165413533834	8750.0	0.4589
Grand View University	Des Moines	IA	1304	25474.0	970.0	0.96613995485327	18000.0	0.451
Grinnell College	Grinnell	IA	417	48758.0	1410.0	0.20189959294436	13500.0	0.4508
Iowa State University	Ames	IA	58	21583.0	1144.0	0.87490351464004	18749.0	0.5736
Iowa Wesleyan University	Mount Pleasant	IA	1679	29146.0	917.0	0.50890071572765	12000.0	0.4712
University of Iowa	Iowa City	IA	60	28813.0	1165.0	0.84112444725205	16000.0	0.4757
Loras College	Dubuque	IA	1036	31525.0	1051.0	0.92356185973207	21937.0	0.526
Luther College	Decorah	IA	573	40040.0	1157.0	0.67634854771784	26193.0	0.4474
Mercy College of Health Sciences	Des Moines	IA	1667	16920.0	990.0	0.97701149425287	14000.0	0.1263
Morningside College	Sioux City	IA	1556	29094.0	1070.0	0.5692678649715	16000.0	0.4615
Mount Mercy University	Cedar Rapids	IA	1248	29696.0	990.0	0.61878881987577	16795.0	0.3045
University of Northern Iowa	Cedar Falls	IA	236	18851.0	1050.0	0.82563510392609	15849.0	0.4309
Northwestern College	Orange City	IA	1069	29500.0	1113.0	0.65529786266484	19500.0	0.4359
Simpson College	Indianola	IA	1007	35876.0	1103.0	0.85454545454545	22117.0	0.4433
Upper Iowa University	Fayette	IA	1073	28890.0	968.0	0.5554971067859	16378.0	0.3846
Waldorf University	Forest City	IA	1336	21260.0	960.0	0.66711229946524	10036.5	0.6432
Wartburg College	Waverly	IA	752	38380.0	1084.0	0.68247269116186	23250.0	0.4803
William Penn University	Oskaloosa	IA	1383	24510.0	889.0	0.58667883211678	14750.0	0.5264
Baker University	Baldwin City	KS	907	28030.0	1053.0	0.77753058954393	19500.0	0.4434
Benedictine College	Atchison	KS	1155	27480.0	1116.0	0.97708524289642	20053.0	0.4649
Bethany College	Bethany	WV	1313	27696.0	920.0	0.64564831261101	19324.0	0.6145
